,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.0.0.0.0.1.1.1.1.1.1,1,FIGHT
,0.0.0.0.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.0.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.0.0.1.1.1.1.1.1.1.1,1,FIGHT
,0.0.0.0.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.0.0.1.1.1.1.1.1.1.1,1,FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.0.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.0.0.0.1.1.1.1.1.1.1,1,FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.0.0.0.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,1.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,0.1.1.1.1.1.1.1.1.1.1.1.1,0,NO FIGHT
,
